Date,Country,Total Case,New Test,Total Test,New Case,New Death,Total Death,New Recovered,Total Recovery,Population,Elderly Rate,First Case,Lockdown/State of Emergency
3/3/2020,Slovenia,0,0,0,0,0,0,0,0,2070050,19.6,3/4/2020,
3/4/2020,Slovenia,1,0,0,1,0,0,0,0,2070050,19.6,3/4/2020,
3/5/2020,Slovenia,6,0,0,5,0,0,0,0,2070050,19.6,3/4/2020,
3/6/2020,Slovenia,10,0,0,4,0,0,0,0,2070050,19.6,3/4/2020,
3/7/2020,Slovenia,15,0,0,5,0,0,0,0,2070050,19.6,3/4/2020,
3/8/2020,Slovenia,20,0,0,5,0,0,0,0,2070050,19.6,3/4/2020,
3/9/2020,Slovenia,31,0,0,11,0,0,0,0,2070050,19.6,3/4/2020,
3/10/2020,Slovenia,48,0,0,17,0,0,0,0,2070050,19.6,3/4/2020,
3/11/2020,Slovenia,83,2460,2460,34,0,0,0,0,2070050,19.6,3/4/2020,
3/12/2020,Slovenia,133,1045,3505,49,0,0,0,0,2070050,19.6,3/4/2020,
3/13/2020,Slovenia,179,1197,4702,48,0,0,0,0,2070050,19.6,3/4/2020,
3/14/2020,Slovenia,215,916,5618,36,1,1,0,0,2070050,19.6,3/4/2020,
3/15/2020,Slovenia,250,590,6208,35,0,1,0,0,2070050,19.6,3/4/2020,
3/16/2020,Slovenia,276,871,7079,27,0,1,0,0,2070050,19.6,3/4/2020,
3/17/2020,Slovenia,286,1121,8200,10,0,1,3,3,2070050,19.6,3/4/2020,
3/18/2020,Slovenia,318,1026,9226,32,0,1,3,6,2070050,19.6,3/4/2020,
3/19/2020,Slovenia,341,1184,10410,23,0,1,12,18,2070050,19.6,3/4/2020,
3/20/2020,Slovenia,369,1242,11652,26,0,1,8,26,2070050,19.6,3/4/2020,
3/21/2020,Slovenia,406,872,12524,38,0,1,2,28,2070050,19.6,3/4/2020,
3/22/2020,Slovenia,422,731,13255,34,0,1,4,32,2070050,19.6,3/4/2020,
3/23/2020,Slovenia,478,1257,14512,36,2,3,3,35,2070050,19.6,3/4/2020,
3/24/2020,Slovenia,526,1243,15755,50,1,4,2,37,2070050,19.6,3/4/2020,
3/25/2020,Slovenia,573,1181,16936,36,1,5,5,42,2070050,19.6,3/4/2020,
3/26/2020,Slovenia,634,1075,18011,70,2,7,6,48,2070050,19.6,3/4/2020,
3/27/2020,Slovenia,686,1387,19398,52,2,9,6,54,2070050,19.6,3/4/2020,
3/28/2020,Slovenia,733,997,20395,46,2,11,0,54,2070050,19.6,3/4/2020,
3/29/2020,Slovenia,757,569,20964,26,0,11,3,57,2070050,19.6,3/4/2020,
3/30/2020,Slovenia,805,1125,22089,46,2,13,7,64,2070050,19.6,3/4/2020,
3/31/2020,Slovenia,842,1288,23377,39,2,15,8,72,2070050,19.6,3/4/2020,
4/1/2020,Slovenia,897,1095,24472,56,1,16,4,76,2070050,19.6,3/4/2020,
4/2/2020,Slovenia,936,1064,25536,37,4,20,5,81,2070050,19.6,3/4/2020,
4/3/2020,Slovenia,977,1188,26724,43,2,10,10,91,2070050,19.6,3/4/2020,
4/4/2020,Slovenia,997,655,27379,20,6,28,5,96,2070050,19.6,3/4/2020,
4/5/2020,Slovenia,1021,1021,28400,24,2,30,4,100,2070050,19.6,3/4/2020,
4/6/2020,Slovenia,1055,1055,29455,35,6,36,13,113,2070050,19.6,3/4/2020,
4/7/2020,Slovenia,1091,1214,30669,36,4,40,5,118,2070050,19.6,3/4/2020,
4/8/2020,Slovenia,1124,1144,31813,33,3,43,8,126,2070050,19.6,3/4/2020,
4/9/2020,Slovenia,1160,1234,33047,36,2,45,9,135,2070050,19.6,3/4/2020,
4/10/2020,Slovenia,1188,1232,34279,28,5,50,11,146,2070050,19.6,3/4/2020,
4/11/2020,Slovenia,1205,572,34851,17,3,53,2,148,2070050,19.6,3/4/2020,
4/12/2020,Slovenia,1212,554,35405,7,2,55,2,150,2070050,19.6,3/4/2020,
4/13/2020,Slovenia,1220,541,35946,8,1,56,0,150,2070050,19.6,3/4/2020,
4/14/2020,Slovenia,1247,1168,37114,28,5,61,13,163,2070050,19.6,3/4/2020,
4/15/2020,Slovenia,1268,1023,38137,21,0,61,9,172,2070050,19.6,3/4/2020,
4/16/2020,Slovenia,1304,1193,39330,36,5,66,8,180,2070050,19.6,3/4/2020,
4/17/2020,Slovenia,1317,1250,40580,13,4,70,8,188,2070050,19.6,3/4/2020,
4/18/2020,Slovenia,1330,685,41265,13,4,74,2,190,2070050,19.6,3/4/2020,
4/19/2020,Slovenia,1335,537,41802,5,3,77,1,191,2070050,19.6,3/4/2020,
4/20/2020,Slovenia,1344,1174,42976,9,0,77,4,195,2070050,19.6,3/4/2020,
4/21/2020,Slovenia,1353,1459,44435,9,2,79,8,203,2070050,19.6,3/4/2020,
4/22/2020,Slovenia,1366,1268,45703,13,0,79,6,209,2070050,19.6,3/4/2020,
4/23/2020,Slovenia,1373,1315,47018,7,1,80,4,213,2070050,19.6,3/4/2020,
4/24/2020,Slovenia,1388,1161,48179,15,1,81,4,217,2070050,19.6,3/4/2020,
4/25/2020,Slovenia,1396,794,48973,7,1,82,2,219,2070050,19.6,3/4/2020,
4/26/2020,Slovenia,1402,634,49607,6,1,83,0,219,2070050,19.6,3/4/2020,
4/27/2020,Slovenia,1408,683,50290,6,3,86,2,221,2070050,19.6,3/4/2020,
4/28/2020,Slovenia,1418,1317,51607,10,3,89,7,228,2070050,19.6,3/4/2020,
4/29/2020,Slovenia,1429,1341,52948,11,2,91,3,231,2070050,19.6,3/4/2020,
4/30/2020,Slovenia,1434,1352,54300,5,2,93,5,236,2070050,19.6,3/4/2020,
5/1/2020,Slovenia,1439,720,55020,5,1,94,1,237,2070050,19.6,3/4/2020,
5/2/2020,Slovenia,1439,500,55520,0,2,96,2,239,2070050,19.6,3/4/2020,
5/3/2020,Slovenia,1439,616,56136,0,1,97,3,242,2070050,19.6,3/4/2020,
1/22/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
1/23/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
1/24/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
1/25/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
1/26/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
1/27/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
1/28/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
1/29/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
1/30/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
1/31/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
2/1/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
2/2/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
2/3/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
2/4/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
2/5/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
2/6/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
2/7/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
2/8/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
2/9/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
2/10/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
2/11/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
2/12/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
2/13/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
2/14/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
2/15/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
2/16/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
2/17/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
2/18/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
2/19/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
2/20/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
2/21/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
2/22/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
2/23/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
2/24/2020,Spain,0,0,0,0,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
2/25/2020,Spain,4,0,0,4,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
2/26/2020,Spain,7,0,0,3,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
2/27/2020,Spain,10,0,0,3,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
2/28/2020,Spain,26,0,0,16,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
2/29/2020,Spain,51,0,0,25,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
3/1/2020,Spain,76,17750,17750,25,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
3/2/2020,Spain,113,17750,35500,37,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
3/3/2020,Spain,149,17750,53250,36,0,0,0,0,47720291,19.1,1/31/2020,3/15/2020
3/4/2020,Spain,197,17750,71000,48,1,1,0,0,47720291,19.1,1/31/2020,3/15/2020
3/5/2020,Spain,236,17750,88750,39,2,3,1,1,47720291,19.1,1/31/2020,3/15/2020
3/6/2020,Spain,364,17750,106500,128,2,5,3,4,47720291,19.1,1/31/2020,3/15/2020
3/7/2020,Spain,564,17750,124250,200,3,8,24,28,47720291,19.1,1/31/2020,3/15/2020
3/8/2020,Spain,764,17750,142000,200,3,11,2,30,47720291,19.1,1/31/2020,3/15/2020
3/9/2020,Spain,998,17750,159750,234,5,16,0,30,47720291,19.1,1/31/2020,3/15/2020
3/10/2020,Spain,1621,17750,177500,623,19,35,103,133,47720291,19.1,1/31/2020,3/15/2020
3/11/2020,Spain,2127,17750,195250,506,12,47,48,181,47720291,19.1,1/31/2020,3/15/2020
3/12/2020,Spain,2949,17750,213000,822,37,84,6,187,47720291,19.1,1/31/2020,3/15/2020
3/13/2020,Spain,4208,17750,230750,1259,36,120,4,191,47720291,19.1,1/31/2020,3/15/2020
3/14/2020,Spain,5752,17750,248500,1544,16,136,324,515,47720291,19.1,1/31/2020,3/15/2020
3/15/2020,Spain,7752,17750,266250,2000,152,288,0,515,47720291,19.1,1/31/2020,3/15/2020
3/16/2020,Spain,9190,17750,284000,1438,101,389,13,528,47720291,19.1,1/31/2020,3/15/2020
3/17/2020,Spain,11177,17750,301750,1987,182,571,498,1026,47720291,19.1,1/31/2020,3/15/2020
3/18/2020,Spain,13715,17750,319500,2538,107,678,53,1079,47720291,19.1,1/31/2020,3/15/2020
3/19/2020,Spain,17146,17750,337250,3431,169,847,26,1105,47720291,19.1,1/31/2020,3/15/2020
3/20/2020,Spain,19979,17750,355000,2833,235,1082,481,1586,47720291,19.1,1/31/2020,3/15/2020
3/21/2020,Spain,24925,17750,372750,4946,324,1406,537,2123,47720291,19.1,1/31/2020,3/15/2020
3/22/2020,Spain,28571,25010,397760,3646,394,1800,450,2573,47720291,19.1,1/31/2020,3/15/2020
3/23/2020,Spain,33088,25010,422770,4517,462,2262,780,3353,47720291,19.1,1/31/2020,3/15/2020
3/24/2020,Spain,39672,25010,447780,6584,514,2776,439,3792,47720291,19.1,1/31/2020,3/15/2020
3/25/2020,Spain,47609,25010,472790,7937,738,3514,1573,5365,47720291,19.1,1/31/2020,3/15/2020
3/26/2020,Spain,56187,25010,497800,8578,655,4169,1648,7013,47720291,19.1,1/31/2020,3/15/2020
3/27/2020,Spain,64058,25010,522810,7871,769,4938,2342,9355,47720291,19.1,1/31/2020,3/15/2020
3/28/2020,Spain,72247,25010,547820,8189,832,5770,2928,12283,47720291,19.1,1/31/2020,3/15/2020
3/29/2020,Spain,78796,25010,572830,6549,838,6608,2424,14707,47720291,19.1,1/31/2020,3/15/2020
3/30/2020,Spain,85194,25010,597840,6398,812,7420,2071,16778,47720291,19.1,1/31/2020,3/15/2020
3/31/2020,Spain,94416,25010,622850,9222,849,8269,2479,19257,47720291,19.1,1/31/2020,3/15/2020
4/1/2020,Spain,102135,25010,647860,7719,864,9133,3388,22645,47720291,19.1,1/31/2020,3/15/2020
4/2/2020,Spain,110237,25010,672870,8102,950,10083,4096,26741,47720291,19.1,1/31/2020,3/15/2020
4/3/2020,Spain,117709,25010,697880,7472,932,11015,3770,30511,47720291,19.1,1/31/2020,3/15/2020
4/4/2020,Spain,124735,25010,722890,7026,809,11824,3706,34217,47720291,19.1,1/31/2020,3/15/2020
4/5/2020,Spain,130758,25010,747900,6023,674,12498,3861,38078,47720291,19.1,1/31/2020,3/15/2020
4/6/2020,Spain,135031,25010,772910,4273,637,13135,2357,40435,47720291,19.1,1/31/2020,3/15/2020
4/7/2020,Spain,140509,25010,797920,5478,743,13878,2771,43206,47720291,19.1,1/31/2020,3/15/2020
4/8/2020,Spain,146689,25010,822930,6180,757,14635,4813,48019,47720291,19.1,1/31/2020,3/15/2020
4/9/2020,Spain,152445,25010,847940,5756,683,15318,4144,52163,47720291,19.1,1/31/2020,3/15/2020
4/10/2020,Spain,157021,25010,872950,4576,605,15923,3503,55666,47720291,19.1,1/31/2020,3/15/2020
4/11/2020,Spain,161851,25010,897960,4830,510,16433,3441,59107,47720291,19.1,1/31/2020,3/15/2020
4/12/2020,Spain,166018,25010,922970,4167,619,17052,3282,62389,47720291,19.1,1/31/2020,3/15/2020
4/13/2020,Spain,169495,25010,947980,3477,517,17569,2336,64725,47720291,19.1,1/31/2020,3/15/2020
4/14/2020,Spain,172540,0,947980,3045,567,18136,2777,67502,47720291,19.1,1/31/2020,3/15/2020
4/15/2020,Spain,177632,57351,1005331,5092,523,18659,3299,70801,47720291,19.1,1/31/2020,3/15/2020
4/16/2020,Spain,182815,57351,1062682,5183,551,19210,3944,74745,47720291,19.1,1/31/2020,3/15/2020
4/17/2020,Spain,188067,57351,1120033,5252,585,19795,3502,78247,47720291,19.1,1/31/2020,3/15/2020
4/18/2020,Spain,192556,57351,1177384,4499,565,20360,3166,81413,47720291,19.1,1/31/2020,3/15/2020
4/19/2020,Spain,196774,57351,1234735,4218,410,20770,2695,84108,47720291,19.1,1/31/2020,3/15/2020
4/20/2020,Spain,201040,57351,1292086,4266,399,21169,3530,87638,47720291,19.1,1/31/2020,3/15/2020
4/21/2020,Spain,205008,57351,1349437,3968,430,21599,1928,89566,47720291,19.1,1/31/2020,3/15/2020
4/22/2020,Spain,209219,57351,1406788,4211,435,22034,3401,92967,47720291,19.1,1/31/2020,3/15/2020
4/23/2020,Spain,213854,57351,1464139,4635,440,22474,3335,96302,47720291,19.1,1/31/2020,3/15/2020
4/24/2020,Spain,216650,57351,1521490,2796,367,22841,3105,99407,47720291,19.1,1/31/2020,3/15/2020
4/25/2020,Spain,219446,57351,1578841,2796,378,23219,3995,103402,47720291,19.1,1/31/2020,3/15/2020
4/26/2020,Spain,221175,57351,1636192,1729,288,23507,3024,106426,47720291,19.1,1/31/2020,3/15/2020
4/27/2020,Spain,223006,57351,1693543,1831,331,23838,2144,108570,47720291,19.1,1/31/2020,3/15/2020
4/28/2020,Spain,224314,57351,1750894,1308,301,24139,1673,110243,47720291,19.1,1/31/2020,3/15/2020
4/29/2020,Spain,226458,57351,1808245,2144,325,24464,6399,116642,47720291,19.1,1/31/2020,3/15/2020
4/30/2020,Spain,227582,57351,1865596,1124,268,24732,3103,119745,47720291,19.1,1/31/2020,3/15/2020
5/1/2020,Spain,228757,57351,1922947,1175,281,25013,2628,122373,47720291,19.1,1/31/2020,3/15/2020
5/2/2020,Spain,229904,57351,1980298,1147,276,25289,2572,124945,47720291,19.1,1/31/2020,3/15/2020
5/3/2020,Spain,230742,57351,2037649,838,164,25453,1654,126599,47720291,19.1,1/31/2020,3/15/2020
1/22/2020,Sweden,0,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
1/23/2020,Sweden,0,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
1/24/2020,Sweden,0,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
1/25/2020,Sweden,0,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
1/26/2020,Sweden,0,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
1/27/2020,Sweden,0,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
1/28/2020,Sweden,0,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
1/29/2020,Sweden,0,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
1/30/2020,Sweden,0,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
1/31/2020,Sweden,0,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
2/1/2020,Sweden,0,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
2/2/2020,Sweden,0,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
2/3/2020,Sweden,0,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
2/4/2020,Sweden,1,0,0,1,0,0,0,0,10221988,19.9,1/31/2020,
2/5/2020,Sweden,1,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
2/6/2020,Sweden,1,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
2/7/2020,Sweden,1,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
2/8/2020,Sweden,1,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
2/9/2020,Sweden,1,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
2/10/2020,Sweden,1,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
2/11/2020,Sweden,1,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
2/12/2020,Sweden,1,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
2/13/2020,Sweden,1,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
2/14/2020,Sweden,1,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
2/15/2020,Sweden,1,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
2/16/2020,Sweden,1,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
2/17/2020,Sweden,1,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
2/18/2020,Sweden,1,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
2/19/2020,Sweden,1,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
2/20/2020,Sweden,1,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
2/21/2020,Sweden,1,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
2/22/2020,Sweden,1,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
2/23/2020,Sweden,1,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
2/24/2020,Sweden,1,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
2/25/2020,Sweden,1,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
2/26/2020,Sweden,2,0,0,1,0,0,0,0,10221988,19.9,1/31/2020,
2/27/2020,Sweden,3,0,0,1,0,0,0,0,10221988,19.9,1/31/2020,
2/28/2020,Sweden,11,0,0,8,0,0,0,0,10221988,19.9,1/31/2020,
2/29/2020,Sweden,14,0,0,3,0,0,0,0,10221988,19.9,1/31/2020,
3/1/2020,Sweden,14,0,0,0,0,0,0,0,10221988,19.9,1/31/2020,
3/2/2020,Sweden,19,1021,1021,5,0,0,0,0,10221988,19.9,1/31/2020,
3/3/2020,Sweden,32,1021,2042,13,0,0,1,1,10221988,19.9,1/31/2020,
3/4/2020,Sweden,62,1021,3063,30,0,0,0,1,10221988,19.9,1/31/2020,
3/5/2020,Sweden,87,1021,4084,25,0,0,0,1,10221988,19.9,1/31/2020,
3/6/2020,Sweden,146,1021,5105,59,0,0,0,1,10221988,19.9,1/31/2020,
3/7/2020,Sweden,179,1021,6126,33,0,0,0,1,10221988,19.9,1/31/2020,
3/8/2020,Sweden,225,1021,7147,46,0,0,0,1,10221988,19.9,1/31/2020,
3/9/2020,Sweden,326,1021,8168,101,0,0,0,1,10221988,19.9,1/31/2020,
3/10/2020,Sweden,424,1021,9189,98,0,0,0,1,10221988,19.9,1/31/2020,
3/11/2020,Sweden,620,1021,10210,196,1,1,0,1,10221988,19.9,1/31/2020,
3/12/2020,Sweden,771,1021,11231,151,0,1,0,1,10221988,19.9,1/31/2020,
3/13/2020,Sweden,923,1021,12252,152,1,2,0,1,10221988,19.9,1/31/2020,
3/14/2020,Sweden,994,1021,13273,71,1,3,0,1,10221988,19.9,1/31/2020,
3/15/2020,Sweden,1063,1021,14294,69,2,5,0,1,10221988,19.9,1/31/2020,
3/16/2020,Sweden,1146,1021,15315,83,2,7,0,1,10221988,19.9,1/31/2020,
3/17/2020,Sweden,1265,1021,16336,119,1,8,0,1,10221988,19.9,1/31/2020,
3/18/2020,Sweden,1410,1021,17357,145,6,14,14,15,10221988,19.9,1/31/2020,
3/19/2020,Sweden,1553,1021,18378,143,7,21,1,16,10221988,19.9,1/31/2020,
3/20/2020,Sweden,1733,1021,19399,180,9,30,0,16,10221988,19.9,1/31/2020,
3/21/2020,Sweden,1867,1021,20420,134,8,38,0,16,10221988,19.9,1/31/2020,
3/22/2020,Sweden,1984,1021,21441,117,12,50,0,16,10221988,19.9,1/31/2020,
3/23/2020,Sweden,2166,1021,22462,182,11,61,0,16,10221988,19.9,1/31/2020,
3/24/2020,Sweden,2396,1021,23483,230,21,82,0,16,10221988,19.9,1/31/2020,
3/25/2020,Sweden,2710,1021,24504,314,22,104,0,16,10221988,19.9,1/31/2020,
3/26/2020,Sweden,2996,1500,26004,286,31,135,0,16,10221988,19.9,1/31/2020,
3/27/2020,Sweden,3362,2000,28004,366,32,167,0,16,10221988,19.9,1/31/2020,
3/28/2020,Sweden,3662,2000,30004,300,35,202,0,16,10221988,19.9,1/31/2020,
3/29/2020,Sweden,3943,2000,32004,281,38,240,0,16,10221988,19.9,1/31/2020,
3/30/2020,Sweden,4358,2000,34004,415,44,284,0,16,10221988,19.9,1/31/2020,
3/31/2020,Sweden,4833,2900,36904,475,49,333,0,16,10221988,19.9,1/31/2020,
4/1/2020,Sweden,5319,2543,39447,486,53,386,87,103,10221988,19.9,1/31/2020,
4/2/2020,Sweden,5873,2543,41990,554,71,457,0,103,10221988,19.9,1/31/2020,
4/3/2020,Sweden,6474,2543,44533,601,78,535,102,205,10221988,19.9,1/31/2020,
4/4/2020,Sweden,6831,2543,47076,357,72,607,0,205,10221988,19.9,1/31/2020,
4/5/2020,Sweden,7171,2543,49619,340,87,694,0,205,10221988,19.9,1/31/2020,
4/6/2020,Sweden,7560,2543,52162,389,90,784,0,205,10221988,19.9,1/31/2020,
4/7/2020,Sweden,8298,2543,54705,738,84,868,0,205,10221988,19.9,1/31/2020,
4/8/2020,Sweden,8953,2488,57193,655,114,982,0,205,10221988,19.9,1/31/2020,
4/9/2020,Sweden,9598,2488,59681,645,86,1068,0,205,10221988,19.9,1/31/2020,
4/10/2020,Sweden,10053,2488,62169,455,90,1158,176,381,10221988,19.9,1/31/2020,
4/11/2020,Sweden,10447,2488,64657,394,102,1260,0,381,10221988,19.9,1/31/2020,
4/12/2020,Sweden,10910,2488,67145,463,97,1357,0,381,10221988,19.9,1/31/2020,
4/13/2020,Sweden,11347,2488,69633,437,85,1442,0,381,10221988,19.9,1/31/2020,
4/14/2020,Sweden,11827,2488,72121,480,91,1533,0,381,10221988,19.9,1/31/2020,
4/15/2020,Sweden,12431,2488,74609,604,113,1646,0,381,10221988,19.9,1/31/2020,
4/16/2020,Sweden,13054,3317,77926,623,108,1754,0,381,10221988,19.9,1/31/2020,
4/17/2020,Sweden,13742,3317,81243,688,79,1833,169,550,10221988,19.9,1/31/2020,
4/18/2020,Sweden,14274,3317,84560,532,88,1921,0,550,10221988,19.9,1/31/2020,
4/19/2020,Sweden,14663,3317,87877,389,88,2009,0,550,10221988,19.9,1/31/2020,
4/20/2020,Sweden,15125,3317,91194,462,84,2093,0,550,10221988,19.9,1/31/2020,
4/21/2020,Sweden,15834,3317,94511,709,62,2155,0,550,10221988,19.9,1/31/2020,
4/22/2020,Sweden,16556,3529,98040,722,73,2228,0,550,10221988,19.9,1/31/2020,
4/23/2020,Sweden,17306,3529,101569,750,80,2308,0,550,10221988,19.9,1/31/2020,
4/24/2020,Sweden,18075,3529,105098,769,82,2390,455,1005,10221988,19.9,1/31/2020,
4/25/2020,Sweden,18550,3529,108627,475,59,2449,0,1005,10221988,19.9,1/31/2020,
4/26/2020,Sweden,18804,3529,112156,254,63,2512,0,1005,10221988,19.9,1/31/2020,
4/27/2020,Sweden,19383,3529,115685,579,62,2574,0,1005,10221988,19.9,1/31/2020,
4/28/2020,Sweden,20133,3529,119214,750,45,2619,0,1005,10221988,19.9,1/31/2020,
4/29/2020,Sweden,20911,3529,122743,778,45,2664,0,1005,10221988,19.9,1/31/2020,
4/30/2020,Sweden,21509,3529,126272,598,33,2697,0,1005,10221988,19.9,1/31/2020,
5/1/2020,Sweden,22041,3529,129801,532,22,2719,0,1005,10221988,19.9,1/31/2020,
5/2/2020,Sweden,22339,3529,133330,298,19,2738,0,1005,10221988,19.9,1/31/2020,
5/3/2020,Sweden,22598,3529,136859,259,20,2758,0,1005,10221988,19.9,1/31/2020,
1/22/2020,Switzerland,0,0,0,0,0,0,0,0,8544034,18.3,2/25/2020,
1/23/2020,Switzerland,0,0,0,0,0,0,0,0,8544034,18.3,2/25/2020,
1/24/2020,Switzerland,0,0,0,0,0,0,0,0,8544034,18.3,2/25/2020,
1/25/2020,Switzerland,0,0,0,0,0,0,0,0,8544034,18.3,2/25/2020,
1/26/2020,Switzerland,0,0,0,0,0,0,0,0,8544034,18.3,2/25/2020,
1/27/2020,Switzerland,0,0,0,0,0,0,0,0,8544034,18.3,2/25/2020,
1/28/2020,Switzerland,0,0,0,0,0,0,0,0,8544034,18.3,2/25/2020,
1/29/2020,Switzerland,0,0,0,0,0,0,0,0,8544034,18.3,2/25/2020,
1/30/2020,Switzerland,0,0,0,0,0,0,0,0,8544034,18.3,2/25/2020,
1/31/2020,Switzerland,0,0,0,0,0,0,0,0,8544034,18.3,2/25/2020,
2/1/2020,Switzerland,0,0,0,0,0,0,0,0,8544034,18.3,2/25/2020,
2/2/2020,Switzerland,0,0,0,0,0,0,0,0,8544034,18.3,43886,
2/3/2020,Switzerland,0,0,0,0,0,0,0,0,8544034,18.3,43886,
2/4/2020,Switzerland,0,0,0,0,0,0,0,0,8544034,18.3,43886,
2/5/2020,Switzerland,0,0,0,0,0,0,0,0,8544034,18.3,43886,
2/6/2020,Switzerland,0,0,0,0,0,0,0,0,8544034,18.3,43886,
2/7/2020,Switzerland,0,0,0,0,0,0,0,0,8544034,18.3,43886,
2/8/2020,Switzerland,0,0,0,0,0,0,0,0,8544034,18.3,43886,
2/9/2020,Switzerland,0,0,0,0,0,0,0,0,8544034,18.3,43886,
